METRO,15469,1006188,"(1006188) LÃPIZ ARTEL ESTUCHE 12 COLORES UNIDAD 1024188",288,856-1287-CM17,"RECEPCION CONFORME",339,shmoya,24.03.171,121060302,5410302,P2,EXISTENCIA
METRO,15469,1006429,"(1006429) PAPEL BOND CANSON ROLLO 80GR 91 X 50 M UNIDAD 1024429",43,856-1287-CM17,"RECEPCION CONFORME",339,shmoya,24.03.171,121060302,5410302,P2,EXISTENCIA
