METRO,15225,1260207,"(1260207) CUNA - ALTA NORMA 117,6 X 76 X 158 CM   1286269",6,856-789-CM17,"RECEPCION CONFORME",241912,msalazar,29.04.000,14106,,P1,Array
METRO,15225,1260208,"(1260208) CUNA - BAJA NORMA 108,6 X 67,6 X 66 CM 1286270",6,856-789-CM17,"RECEPCION CONFORME",241912,msalazar,29.04.000,14106,,P1,Array
