METRO,15473,1006188,"(1006188) LÃPIZ ARTEL ESTUCHE 12 COLORES UNIDAD 1024188",253,856-1288-CM17,"RECEPCION CONFORME",340,shmoya,24.03.171,121060302,5410302,P2,EXISTENCIA
METRO,15473,1006429,"(1006429) PAPEL BOND CANSON ROLLO 80GR 91 X 50 M UNIDAD 1024429",40,856-1288-CM17,"RECEPCION CONFORME",340,shmoya,24.03.171,121060302,5410302,P2,EXISTENCIA
